ID,数学,判定
20123925,84,A
20123926,5,不合格
20123927,98,A
20123928,72,B
20123929,56,不合格
20123930,55,不合格
20123931,38,不合格
20123932,74,B
20123933,96,A
20123934,91,A
20123935,0,不合格
20123936,2,不合格
20123937,75,B
20123938,1,不合格
20123939,67,B
20123940,37,不合格
20123941,63,B
20123942,35,不合格
20123943,63,B
20123944,10,不合格
20123945,80,A
20123946,35,不合格
20123947,87,A
20123948,89,A
20123949,28,不合格
20123950,26,不合格
20123951,49,不合格
20123952,20,不合格
20123953,40,不合格
20123954,13,不合格
20123955,83,A
20123956,28,不合格
20123957,54,不合格
20123958,21,不合格
20123959,25,不合格
20123960,45,不合格
20123961,24,不合格
20123962,29,不合格
20123963,16,不合格
20123964,76,B
20123965,52,不合格
20123966,20,不合格
20123967,83,A
20123968,86,A
20123969,81,A
20123970,54,不合格
20123971,8,不合格
20123972,63,B
20123973,49,不合格
20123974,32,不合格
20123975,89,A
20123976,2,不合格
20123977,79,B
20123978,36,不合格
20123979,33,不合格
20123980,68,B
20123981,81,A
20123982,60,B
20123983,10,不合格
20123984,94,A
20123985,14,不合格
20123986,93,A
20123987,14,不合格
20123988,53,不合格
20123989,30,不合格
20123990,95,A
20123991,94,A
20123992,53,不合格
20123993,86,A
20123994,28,不合格
20123995,40,不合格
20123996,2,不合格
20123997,63,B
20123998,0,不合格
20123999,63,B
20124000,20,不合格
20124001,61,B
20124002,4,不合格
20124003,22,不合格
20124004,22,不合格
20124005,56,不合格
20124006,93,A
20124007,47,不合格
20124008,75,B
20124009,57,不合格
20124010,51,不合格
20124011,20,不合格
20124012,15,不合格
20124013,67,B
20124014,1,不合格
20124015,99,A
20124016,53,不合格
20124017,24,不合格
20124018,40,不合格
20124019,11,不合格
20124020,28,不合格
20124021,98,A
20124022,58,不合格
20124023,62,B
20124024,17,不合格
20124025,58,不合格
20124026,2,不合格
20124027,52,不合格
20124028,33,不合格
20124029,67,B
20124030,0,不合格
20124031,91,A
20124032,7,不合格
20124033,35,不合格
20124034,11,不合格
20124035,41,不合格
20124036,56,不合格
20124037,3,不合格
20124038,66,B
20124039,8,不合格
20124040,95,A
20124041,15,不合格
20124042,7,不合格
20124043,87,A
20124044,20,不合格
20124045,23,不合格
20124046,22,不合格
20124047,98,A
20124048,12,不合格
20124049,60,B
20124050,4,不合格
20124051,67,B
20124052,17,不合格
20124053,65,B
20124054,91,A
20124055,36,不合格
20124056,72,B
20124057,91,A
20124058,92,A
20124059,96,A
20124060,23,不合格
20124061,76,B
20124062,92,A
20124063,94,A
20124064,43,不合格
20124065,89,A
20124066,86,A
20124067,91,A
20124068,17,不合格
20124069,75,B
20124070,4,不合格
20124071,40,不合格
20124072,30,不合格
20124073,90,A
20124074,45,不合格
20124075,40,不合格
20124076,43,不合格
20124077,58,不合格
20124078,84,A
20124079,4,不合格
20124080,73,B
20124081,82,A
20124082,4,不合格
20124083,24,不合格
20124084,7,不合格
20124085,26,不合格
20124086,11,不合格
20124087,50,不合格
20124088,30,不合格
20124089,20,不合格
20124090,8,不合格
20124091,12,不合格
20124092,21,不合格
20124093,91,A
20124094,67,B
20124095,70,B
20124096,71,B
20124097,65,B
20124098,27,不合格
20124099,76,B
20124100,64,B
20124101,36,不合格
20124102,90,A
20124103,98,A
20124104,45,不合格
20124105,70,B
20124106,43,不合格
20124107,22,不合格
20124108,90,A
20124109,25,不合格
20124110,48,不合格
20124111,40,不合格
20124112,60,B
20124113,93,A
20124114,79,B
20124115,78,B
20124116,1,不合格
20124117,71,B
20124118,35,不合格
20124119,59,不合格
20124120,17,不合格
20124121,91,A
20124122,87,A
20124123,41,不合格
20124124,53,不合格
20124125,24,不合格
20124126,79,B
20124127,82,A
20124128,85,A
20124129,89,A
20124130,20,不合格
20124131,34,不合格
20124132,38,不合格
20124133,53,不合格
20124134,87,A
20124135,61,B
20124136,99,A
20124137,55,不合格
20124138,87,A
20124139,96,A
20124140,5,不合格
20124141,49,不合格
20124142,21,不合格
20124143,66,B
20124144,26,不合格
20124145,35,不合格
20124146,27,不合格
20124147,79,B
20124148,62,B
20124149,24,不合格
20124150,94,A
20124151,8,不合格
20124152,33,不合格
20124153,66,B
20124154,47,不合格
20124155,93,A
20124156,95,A
20124157,32,不合格
20124158,11,不合格
20124159,61,B
20124160,47,不合格
20124161,96,A
20124162,3,不合格
20124163,38,不合格
20124164,17,不合格
20124165,37,不合格
20124166,94,A
20124167,93,A
20124168,13,不合格
20124169,19,不合格
20124170,60,B
20124171,3,不合格
20124172,79,B
20124173,11,不合格
20124174,91,A
20124175,48,不合格
20124176,95,A
20124177,50,不合格
20124178,3,不合格
20124179,49,不合格
20124180,82,A
20124181,52,不合格
20124182,98,A
20124183,1,不合格
20124184,36,不合格
20124185,16,不合格
20124186,35,不合格
20124187,27,不合格
20124188,39,不合格
20124189,62,B
20124190,86,A
20124191,74,B
20124192,42,不合格
20124193,33,不合格
20124194,75,B
20124195,12,不合格
20124196,82,A
20124197,62,B
20124198,84,A
20124199,77,B
20124200,50,不合格
20124201,78,B
20124202,85,A
20124203,49,不合格
20124204,47,不合格
20124205,72,B
20124206,87,A
20124207,32,不合格
20124208,33,不合格
20124209,58,不合格
20124210,81,A
20124211,70,B
20124212,9,不合格
20124213,12,不合格
20124214,7,不合格
20124215,0,不合格
20124216,81,A
20124217,42,不合格
20124218,99,A
20124219,73,B
20124220,59,不合格
20124221,9,不合格
20124222,38,不合格
20124223,43,不合格
20124224,6,不合格
20124225,51,不合格
20124226,85,A
20124227,48,不合格
20124228,71,B
20124229,18,不合格
20124230,52,不合格
20124231,50,不合格
20124232,66,B
20124233,64,B
20124234,67,B
20124235,60,B
20124236,80,A
20124237,52,不合格
20124238,96,A
20124239,40,不合格
20124240,64,B
20124241,83,A
20124242,40,不合格
20124243,23,不合格
20124244,93,A
20124245,31,不合格
20124246,43,不合格
20124247,94,A
20124248,76,B
20124249,26,不合格
20124250,54,不合格
20124251,54,不合格
20124252,13,不合格
20124253,66,B
20124254,31,不合格
20124255,41,不合格
20124256,31,不合格
20124257,78,B
20124258,80,A
20124259,47,不合格
20124260,96,A
20124261,16,不合格
20124262,67,B
20124263,17,不合格
20124264,37,不合格
20124265,87,A
20124266,25,不合格
20124267,35,不合格
20124268,23,不合格
20124269,92,A
20124270,18,不合格
20124271,5,不合格
20124272,31,不合格
20124273,7,不合格
20124274,89,A
20124275,45,不合格
20124276,26,不合格
20124277,52,不合格
20124278,49,不合格
20124279,26,不合格
20124280,8,不合格
20124281,31,不合格
20124282,59,不合格
20124283,13,不合格
20124284,78,B
20124285,20,不合格
20124286,82,A
20124287,53,不合格
20124288,41,不合格
20124289,80,A
20124290,27,不合格
20124291,50,不合格
20124292,84,A
20124293,21,不合格
20124294,21,不合格
20124295,52,不合格
20124296,48,不合格
20124297,67,B
20124298,50,不合格
20124299,23,不合格
20124300,62,B
20124301,77,B
20124302,91,A
20124303,95,A
20124304,71,B
20124305,73,B
20124306,2,不合格
20124307,77,B
20124308,28,不合格
20124309,78,B
20124310,68,B
20124311,43,不合格
20124312,86,A
20124313,4,不合格
20124314,72,B
20124315,20,不合格
20124316,13,不合格
20124317,98,A
20124318,34,不合格
20124319,47,不合格
20124320,82,A
20124321,80,A
20124322,27,不合格
20124323,20,不合格
20124324,67,B
20124325,72,B
20124326,11,不合格
20124327,62,B
20124328,85,A
20124329,97,A
20124330,85,A
20124331,91,A
20124332,23,不合格
20124333,47,不合格
20124334,1,不合格
20124335,98,A
20124336,46,不合格
20124337,57,不合格
20124338,91,A
20124339,18,不合格
20124340,82,A
20124341,14,不合格
20124342,48,不合格
20124343,38,不合格
20124344,52,不合格
20124345,77,B
20124346,29,不合格
20124347,35,不合格
20124348,15,不合格
20124349,30,不合格
20124350,39,不合格
20124351,98,A
20124352,44,不合格
20124353,95,A
20124354,23,不合格
20124355,24,不合格
20124356,37,不合格
20124357,53,不合格
20124358,34,不合格
20124359,66,B
20124360,15,不合格
20124361,2,不合格
20124362,55,不合格
20124363,23,不合格
20124364,83,A
20124365,34,不合格
20124366,19,不合格
20124367,70,B
20124368,10,不合格
20124369,64,B
20124370,44,不合格
20124371,1,不合格
20124372,79,B
20124373,47,不合格
20124374,72,B
20124375,60,B
20124376,79,B
20124377,2,不合格
20124378,96,A
20124379,93,A
20124380,87,A
20124381,46,不合格
20124382,17,不合格
20124383,68,B
20124384,88,A
20124385,14,不合格
20124386,94,A
20124387,60,B
20124388,68,B
20124389,91,A
20124390,8,不合格
20124391,30,不合格
20124392,49,不合格
20124393,61,B
20124394,0,不合格
20124395,83,A
20124396,12,不合格
20124397,85,A
20124398,40,不合格
20124399,8,不合格
20124400,45,不合格
20124401,56,不合格
20124402,24,不合格
20124403,36,不合格
20124404,73,B
20124405,37,不合格
20124406,53,不合格
20124407,12,不合格
20124408,6,不合格
20124409,47,不合格
20124410,49,不合格
20124411,58,不合格
20124412,82,A
20124413,47,不合格
20124414,37,不合格
20124415,93,A
20124416,71,B
20124417,42,不合格
20124418,54,不合格
20124419,83,A
20124420,94,A
20124421,39,不合格
20124422,20,不合格
20124423,69,B
20124424,20,不合格
20124425,70,B
20124426,9,不合格
20124427,68,B
20124428,90,A
20124429,1,不合格
20124430,38,不合格
20124431,4,不合格
20124432,55,不合格
20124433,96,A
20124434,19,不合格
20124435,72,B
20124436,40,不合格
20124437,65,B
20124438,73,B
20124439,25,不合格
20124440,81,A
20124441,28,不合格
20124442,58,不合格
20124443,90,A
20124444,88,A
20124445,50,不合格
20124446,40,不合格
20124447,46,不合格
20124448,91,A
20124449,58,不合格
20124450,28,不合格
20124451,93,A
20124452,1,不合格
20124453,12,不合格
20124454,96,A
20124455,34,不合格
20124456,96,A
20124457,17,不合格
20124458,26,不合格
20124459,19,不合格
20124460,92,A
20124461,92,A
20124462,62,B
20124463,18,不合格
20124464,85,A
20124465,93,A
20124466,71,B
20124467,96,A
20124468,34,不合格
20124469,95,A
20124470,55,不合格
20124471,54,不合格
20124472,5,不合格
20124473,22,不合格
20124474,81,A
20124475,80,A
20124476,94,A
20124477,82,A
20124478,55,不合格
20124479,19,不合格
20124480,56,不合格
20124481,7,不合格
20124482,70,B
20124483,67,B
20124484,29,不合格
20124485,97,A
20124486,18,不合格
20124487,85,A
20124488,90,A
20124489,89,A
20124490,12,不合格
20124491,33,不合格
20124492,99,A
20124493,47,不合格
20124494,7,不合格
20124495,68,B
20124496,61,B
20124497,65,B
20124498,29,不合格
20124499,91,A
20124500,67,B
20124501,96,A
20124502,35,不合格
20124503,12,不合格
20124504,3,不合格
20124505,4,不合格
20124506,13,不合格
20124507,94,A
20124508,21,不合格
20124509,9,不合格
20124510,80,A
20124511,51,不合格
20124512,27,不合格
20124513,42,不合格
20124514,25,不合格
20124515,8,不合格
20124516,24,不合格
20124517,22,不合格
20124518,87,A
20124519,25,不合格
20124520,25,不合格
20124521,53,不合格
20124522,16,不合格
20124523,25,不合格
20124524,90,A
20124525,56,不合格
20124526,23,不合格
20124527,86,A
20124528,10,不合格
20124529,76,B
20124530,22,不合格
20124531,75,B
20124532,90,A
20124533,26,不合格
20124534,8,不合格
20124535,80,A
20124536,24,不合格
20124537,12,不合格
20124538,17,不合格
20124539,98,A
20124540,12,不合格
20124541,85,A
20124542,53,不合格
20124543,12,不合格
20124544,56,不合格
20124545,66,B
20124546,11,不合格
20124547,28,不合格
20124548,31,不合格
20124549,89,A
20124550,48,不合格
20124551,82,A
20124552,94,A
20124553,8,不合格
20124554,62,B
20124555,11,不合格
20124556,71,B
20124557,38,不合格
20124558,10,不合格
20124559,69,B
20124560,44,不合格
20124561,2,不合格
20124562,26,不合格
20124563,76,B
20124564,81,A
20124565,37,不合格
20124566,53,不合格
20124567,1,不合格
20124568,96,A
20124569,47,不合格
20124570,58,不合格
20124571,24,不合格
20124572,82,A
20124573,68,B
20124574,27,不合格
20124575,96,A
20124576,23,不合格
20124577,11,不合格
20124578,89,A
20124579,48,不合格
20124580,79,B
20124581,78,B
20124582,2,不合格
20124583,18,不合格
20124584,57,不合格
20124585,0,不合格
20124586,31,不合格
20124587,57,不合格
20124588,23,不合格
20124589,45,不合格
20124590,65,B
20124591,25,不合格
20124592,73,B
20124593,35,不合格
20124594,74,B
20124595,54,不合格
20124596,98,A
20124597,86,A
20124598,66,B
20124599,91,A
20124600,63,B
20124601,32,不合格
20124602,98,A
20124603,2,不合格
20124604,7,不合格
20124605,3,不合格
20124606,70,B
20124607,75,B
20124608,44,不合格
20124609,91,A
20124610,50,不合格
20124611,19,不合格
20124612,50,不合格
20124613,7,不合格
20124614,74,B
20124615,89,A
20124616,78,B
20124617,62,B
20124618,34,不合格
20124619,71,B
20124620,21,不合格
20124621,9,不合格
20124622,55,不合格
20124623,44,不合格
20124624,55,不合格
20124625,63,B
20124626,50,不合格
20124627,15,不合格
20124628,96,A
20124629,76,B
20124630,55,不合格
20124631,77,B
20124632,96,A
20124633,72,B
20124634,62,B
20124635,62,B
20124636,25,不合格
20124637,46,不合格
20124638,97,A
20124639,21,不合格
20124640,65,B
20124641,71,B
20124642,47,不合格
20124643,10,不合格
20124644,1,不合格
20124645,88,A
20124646,9,不合格
20124647,93,A
20124648,6,不合格
20124649,29,不合格
20124650,24,不合格
20124651,49,不合格
20124652,39,不合格
20124653,61,B
20124654,34,不合格
20124655,70,B
20124656,99,A
20124657,44,不合格
20124658,96,A
20124659,33,不合格
20124660,10,不合格
20124661,30,不合格
20124662,13,不合格
20124663,24,不合格
20124664,72,B
20124665,93,A
20124666,99,A
20124667,11,不合格
20124668,41,不合格
20124669,13,不合格
20124670,2,不合格
20124671,55,不合格
20124672,82,A
20124673,88,A
20124674,74,B
20124675,0,不合格
20124676,17,不合格
20124677,46,不合格
20124678,35,不合格
20124679,26,不合格
20124680,78,B
20124681,57,不合格
20124682,19,不合格
20124683,84,A
20124684,32,不合格
20124685,49,不合格
20124686,4,不合格
20124687,4,不合格
20124688,9,不合格
20124689,49,不合格
20124690,42,不合格
20124691,79,B
20124692,67,B
20124693,27,不合格
20124694,90,A
20124695,32,不合格
20124696,12,不合格
20124697,22,不合格
20124698,26,不合格
20124699,39,不合格
20124700,42,不合格
20124701,86,A
20124702,16,不合格
20124703,28,不合格
20124704,14,不合格
20124705,32,不合格
20124706,54,不合格
20124707,90,A
20124708,4,不合格
20124709,42,不合格
20124710,78,B
20124711,77,B
20124712,74,B
20124713,63,B
20124714,69,B
20124715,99,A
20124716,56,不合格
20124717,73,B
20124718,83,A
20124719,11,不合格
20124720,43,不合格
20124721,77,B
20124722,21,不合格
20124723,81,A
20124724,90,A
20124725,70,B
20124726,77,B
20124727,19,不合格
20124728,88,A
20124729,45,不合格
20124730,56,不合格
20124731,49,不合格
20124732,10,不合格
20124733,20,不合格
20124734,60,B
20124735,62,B
20124736,43,不合格
20124737,22,不合格
20124738,85,A
20124739,54,不合格
20124740,21,不合格
20124741,37,不合格
20124742,70,B
20124743,49,不合格
20124744,59,不合格
20124745,98,A
20124746,0,不合格
20124747,47,不合格
20124748,36,不合格
20124749,56,不合格
20124750,86,A
20124751,37,不合格
20124752,72,B
20124753,71,B
20124754,44,不合格
20124755,86,A
20124756,60,B
20124757,20,不合格
20124758,5,不合格
20124759,45,不合格
20124760,15,不合格
20124761,83,A
20124762,4,不合格
20124763,31,不合格
20124764,99,A
20124765,51,不合格
20124766,48,不合格
20124767,18,不合格
20124768,19,不合格
20124769,30,不合格
20124770,3,不合格
20124771,74,B
20124772,89,A
20124773,40,不合格
20124774,43,不合格
20124775,84,A
20124776,18,不合格
20124777,80,A
20124778,10,不合格
20124779,99,A
20124780,96,A
20124781,46,不合格
20124782,48,不合格
20124783,89,A
20124784,46,不合格
20124785,53,不合格
20124786,87,A
20124787,17,不合格
20124788,23,不合格
20124789,1,不合格
20124790,25,不合格
20124791,23,不合格
20124792,99,A
20124793,86,A
20124794,20,不合格
20124795,8,不合格
20124796,8,不合格
20124797,17,不合格
20124798,67,B
20124799,15,不合格
20124800,70,B
20124801,64,B
20124802,36,不合格
20124803,64,B
20124804,10,不合格
20124805,60,B
20124806,27,不合格
20124807,50,不合格
20124808,99,A
20124809,53,不合格
20124810,45,不合格
20124811,75,B
20124812,35,不合格
